geoid,name,population,income,male,female,white,black,native,asian,hawaiian,other,mixed
19095,"Iowa County, Iowa",12985,31887.25129,0.4922603,0.5077397,0.985829804,0.005236812,0.000308048,0.001694263,0.001155179,0.00038506,0.005390836
19097,"Jackson County, Iowa",15812,28161.79421,0.492727043,0.507272957,0.978687073,0.001454591,0.000695674,0.003794586,0.004110802,0.000379459,0.010877814
19099,"Jasper County, Iowa",29589,30231.12322,0.511406266,0.488593734,0.962283281,0.016154652,0.005846767,0.004325932,0.000439352,0.000777316,0.010172699
19101,"Jefferson County, Iowa",14335,25267.05755,0.531845134,0.468154866,0.866341123,0.014509941,0.001325427,0.09787234,0,0.01248692,0.007464248
19103,"Johnson County, Iowa",112223,27974.58631,0.496457945,0.503542055,0.866560331,0.042887822,0.002138599,0.056824359,0.001336624,0.014221684,0.016030582
19105,"Jones County, Iowa",16669,30738.33421,0.521446997,0.478553003,0.955126282,0.023876657,0.004619353,0.00485932,0,0.007618933,0.003899454
19107,"Keokuk County, Iowa",8230,29010.77363,0.4981774,0.5018226,0.983353584,0.00109356,0,0.001336574,0.000607533,0.003402187,0.010206561
19109,"Kossuth County, Iowa",12299,29541.69916,0.490039841,0.509960159,0.984958127,0.001056997,0.000731767,0.004634523,0,0.001788763,0.006829824
19111,"Lee County, Iowa",28746,27057.75395,0.496973492,0.503026508,0.940583038,0.027864746,0.00149586,0.006505253,0,0.004974605,0.018576498
19113,"Linn County, Iowa",169020,33544.48534,0.489456869,0.510543131,0.919157496,0.035013608,0.002609159,0.018761093,8.87469E-05,0.00991007,0.014459827
19115,"Louisa County, Iowa",8849,30176.92146,0.504463781,0.495536219,0.930274607,0.00824952,0.001356085,0.016725054,0.001130071,0.030963951,0.011300712
19117,"Lucas County, Iowa",7050,26781.31745,0.495035461,0.504964539,0.985390071,0.001276596,0.003120567,0.001843972,0,0,0.008368794
19119,"Lyon County, Iowa",8762,29458.46131,0.497603287,0.502396713,0.985962109,0.000114129,0.005364072,0.001597809,0,0.005249943,0.001711938
19121,"Madison County, Iowa",11881,33303.67924,0.4863227,0.5136773,0.984260584,0.003198384,0.00126252,0.00336672,0,0.002609208,0.005302584
19123,"Mahaska County, Iowa",17610,28098.31573,0.49721749,0.50278251,0.958262351,0.016978989,0.000681431,0.007779671,0.000397501,0.005792164,0.010107893
19125,"Marion County, Iowa",26081,29195.10977,0.493232621,0.506767379,0.971243434,0.006594839,0.00276063,0.010735785,0,0.001380315,0.007284997
19127,"Marshall County, Iowa",31810,29842.51342,0.498302421,0.501697579,0.887425338,0.014523735,0.003961019,0.023451745,0,0.062464634,0.00817353
19129,"Mills County, Iowa",11777,35896.62291,0.487475588,0.512524412,0.977073958,0.00467012,0.000764201,0.001273669,0,0.001528403,0.014689649
19131,"Mitchell County, Iowa",8472,29942.2081,0.488668555,0.511331445,0.983593012,0.003777148,0,0.003423041,0.003659112,0.001298395,0.004249292
19133,"Monona County, Iowa",7380,27099.61382,0.487398374,0.512601626,0.979268293,0.004336043,0.002574526,0.000677507,0,0.002303523,0.010840108
19135,"Monroe County, Iowa",6377,31484.55653,0.493962678,0.506037322,0.991061628,0.002509017,0.000784068,0.001411322,0,0.003606712,0.000627254
19137,"Montgomery County, Iowa",8459,26956.26138,0.476770304,0.523229696,0.976474761,0,0,0.000354652,0,0.003664736,0.019505852
19139,"Muscatine County, Iowa",33043,29636.28887,0.493024241,0.506975759,0.935599068,0.013588355,0.003510577,0.010622522,0.00042369,0.02533063,0.010925158
19141,"O'Brien County, Iowa",11312,26974.63534,0.490541018,0.509458982,0.960572843,0.000884017,0.002121641,0.00830976,0,0.019713579,0.008398161
19143,"Osceola County, Iowa",5032,28076.84002,0.494236884,0.505763116,0.966414944,0.003378378,0.000993641,0.004372019,0,0.020071542,0.004769475
19145,"Page County, Iowa",12894,27367.63859,0.512098651,0.487901349,0.951605398,0.019078641,0.005894214,0.008065767,0,0.00255933,0.01279665
19147,"Palo Alto County, Iowa",7495,26914.69913,0.496864576,0.503135424,0.979052702,0.00933956,0.001200801,0.004269513,0,0,0.006137425
19149,"Plymouth County, Iowa",19341,31931.46714,0.490512383,0.509487617,0.981748617,0.001344295,0.002068145,0.002791996,0.000517036,0.006979991,0.00454992
19151,"Pocahontas County, Iowa",5834,27649.3327,0.495714775,0.504285225,0.975145698,0.011484402,0.000514227,0.000685636,0.001199863,0.004113816,0.006856359
19153,"Polk County, Iowa",343863,34692.17542,0.484884969,0.515115031,0.873830566,0.055365073,0.002079316,0.038474625,0.000596168,0.015721377,0.013932874
19155,"Pottawattamie County, Iowa",73361,30398.76419,0.48520331,0.51479669,0.953912842,0.011750112,0.00391216,0.006379411,6.81561E-05,0.011695588,0.01228173
19157,"Poweshiek County, Iowa",15274,25185.18299,0.472567762,0.527432238,0.954759722,0.012570381,0.001636768,0.015451093,0.001898651,0.007398193,0.006285191
19159,"Ringgold County, Iowa",3977,25940.44129,0.473472467,0.526527533,0.981644456,0.001005783,0.006286145,0.00779482,0,0.000251446,0.00301735
19161,"Sac County, Iowa",8194,28810.134,0.485233097,0.514766903,0.985233097,0.004881621,0.000244081,0.001342446,0.000488162,0.002196729,0.005613864
19163,"Scott County, Iowa",132233,32284.62295,0.485786453,0.514213547,0.884189272,0.067018067,0.002828341,0.021636052,6.80617E-05,0.009989942,0.014270265
19165,"Shelby County, Iowa",9625,27560.67408,0.485818182,0.514181818,0.971636364,0.001038961,0.000415584,0.00425974,0,0.012675325,0.009974026
19167,"Sioux County, Iowa",26022,25773.03067,0.502882177,0.497117823,0.938090846,0.00430405,0.00195988,0.008992391,0.000192145,0.039812466,0.006648221
19169,"Story County, Iowa",77402,19805.90653,0.520219116,0.479780884,0.890028681,0.022544637,0.001046485,0.064274825,0.000387587,0.005284101,0.016433684
19171,"Tama County, Iowa",13849,30936.11726,0.488916167,0.511083833,0.910823886,0.004115821,0.065275471,0.00274388,0.000361037,0.007220738,0.009459167
19173,"Taylor County, Iowa",4948,28423.67664,0.488480194,0.511519806,0.974535166,0.003839935,0.001010509,0.003637833,0,0.009296686,0.007679871
19175,"Union County, Iowa",9970,25191.85045,0.477933801,0.522066199,0.981745236,0.009327984,0.003209629,0.001805416,0,0.000100301,0.003811434
19177,"Van Buren County, Iowa",5980,28786.36237,0.500334448,0.499665552,0.981270903,0.001337793,0.003344482,0.001672241,0,0.000501672,0.01187291
19179,"Wapello County, Iowa",28305,26304.12387,0.486309839,0.513690161,0.936512984,0.016746158,0.001413178,0.00957428,0,0.026709062,0.009044338
19181,"Warren County, Iowa",36240,34910.11333,0.481015453,0.518984547,0.975220751,0.004387417,0.000717439,0.004111479,0.000496689,0.00361479,0.011451435
19183,"Washington County, Iowa",17118,31611.04597,0.488141138,0.511858862,0.960450987,0.007127001,0.000408926,0.005783386,0.000642598,0.013377731,0.01220937
19185,"Wayne County, Iowa",5038,27137.36642,0.485907106,0.514092894,0.981540294,0.002778881,0.002977372,0.004565304,0,0,0.00813815
19187,"Webster County, Iowa",30345,25282.72938,0.511913,0.488087,0.93043335,0.040698632,0.004119295,0.007645411,0,0.006887461,0.010215851
19189,"Winnebago County, Iowa",8659,28341.49163,0.488509066,0.511490934,0.966970782,0.005774339,0.00358009,0.005889826,0.000115487,0.004157524,0.013511953
19191,"Winneshiek County, Iowa",17319,26160.98834,0.494485825,0.505514175,0.974652116,0.005600785,0.003810844,0.01056643,0,0.002367342,0.003002483
19193,"Woodbury County, Iowa",78328,25758.31265,0.48801195,0.51198805,0.871655091,0.025444286,0.016264937,0.02530385,0,0.046726586,0.01460525
19195,"Worth County, Iowa",6122,27975.64799,0.503103561,0.496896439,0.984645541,0.003103561,0.000816727,0.001796798,0,0.002123489,0.007513884
19197,"Wright County, Iowa",10260,29966.82778,0.497563353,0.502436647,0.969103314,0.002826511,0,0.003703704,0.000974659,0.014230019,0.009161793
20001,"Allen County, Kansas",10460,25262.47782,0.480879541,0.519120459,0.942256214,0.020650096,0.005353728,0.001912046,0.001147228,0.007743786,0.020936902
20003,"Anderson County, Kansas",6121,24483.56478,0.506289822,0.493710178,0.968632576,0.00245058,0.002613952,0,0,0,0.026302892
20005,"Atchison County, Kansas",13126,22473.83323,0.471659302,0.528340698,0.923205851,0.045482249,0.006628066,0.002666464,0.000914216,0.004418711,0.016684443
20007,"Barber County, Kansas",3924,29128.74924,0.508409786,0.491590214,0.97324159,0.002293578,0.004332314,0.003058104,0,0.00254842,0.014525994
20009,"Barton County, Kansas",21642,26931.41955,0.487662878,0.512337122,0.924129008,0.018898438,0.002541355,0.00221791,0.000369652,0.037843083,0.014000554
20011,"Bourbon County, Kansas",11634,26615.87253,0.480832044,0.519167956,0.937768609,0.037820182,0.005329207,0.005758982,0,0.001117414,0.012205604
20013,"Brown County, Kansas",7688,24177.52953,0.485301769,0.514698231,0.873829344,0.015738814,0.08792924,0.005983351,0.00091051,0.001430801,0.01417794
20015,"Butler County, Kansas",50475,32043.59489,0.501436355,0.498563645,0.94127786,0.019415552,0.007686974,0.008003962,0.000138683,0.006240713,0.017236256
20017,"Chase County, Kansas",2224,24908.24865,0.503597122,0.496402878,0.951438849,0.01528777,0.018884892,0,0,0.005845324,0.008543165
20019,"Chautauqua County, Kansas",2935,25707.32198,0.509028961,0.490971039,0.905962521,0.004088586,0.043611584,0,0,0.008858603,0.037478705
20021,"Cherokee County, Kansas",16584,25303.3709,0.48619151,0.51380849,0.9210685,0.006210806,0.041304872,0.003075253,0.000422094,0.000542692,0.027375784
20023,"Cheyenne County, Kansas",2207,26728.91482,0.484821024,0.515178976,0.977344812,0,0,0.012233802,0,0.004077934,0.006343453
20025,"Clark County, Kansas",1689,29091.28064,0.48312611,0.51687389,0.924215512,0.008288928,0.011841326,0,0.002960332,0.014209591,0.03848431
20027,"Clay County, Kansas",6666,26393.43429,0.49189919,0.50810081,0.97419742,0.006450645,0.002850285,0.00750075,0,0.00330033,0.00570057
20029,"Cloud County, Kansas",7719,23994.52416,0.484000518,0.515999482,0.965928229,0.004145615,0.002461459,0.010364037,0,0.004016064,0.013084596
20031,"Coffey County, Kansas",6787,30610.96567,0.500663032,0.499336968,0.96773243,0.006188301,0.011050538,0.005598939,0.000884043,0.000147341,0.008398409
20033,"Comanche County, Kansas",1494,23558.37349,0.481927711,0.518072289,0.969879518,0,0.011378849,0.004016064,0,0.008032129,0.00669344
20035,"Cowley County, Kansas",28458,23394.50745,0.498383583,0.501616417,0.887834704,0.026951999,0.025370722,0.016375009,0.000175698,0.021329679,0.02196219
20037,"Crawford County, Kansas",31535,22054.58893,0.492563818,0.507436182,0.928175044,0.020136356,0.006849532,0.018265419,0,0.004439512,0.022134137
20039,"Decatur County, Kansas",2448,22648.92892,0.500816993,0.499183007,0.977941176,0.004901961,0.005718954,0,0.00245098,0.000408497,0.008578431
20041,"Dickinson County, Kansas",15285,28557.05031,0.486424599,0.513575401,0.962643114,0.002224403,0.004775924,0.003598299,0,0.006542362,0.020215898
20043,"Doniphan County, Kansas",6394,29271.77667,0.507663434,0.492336566,0.924304035,0.036284016,0.012198937,0.004535502,0.002971536,0.000625586,0.019080388
20045,"Douglas County, Kansas",94239,21961.06009,0.497458589,0.502541411,0.856927599,0.0375959,0.020681459,0.043506404,0.000201615,0.006738187,0.034348836
20047,"Edwards County, Kansas",2381,32180.1722,0.521209576,0.478790424,0.942881142,0.013439731,0.001679966,0.006299874,0,0.02897942,0.006719866
20049,"Elk County, Kansas",2255,26255.85676,0.477605322,0.522394678,0.952549889,0.002217295,0.009312639,0.014190687,0,0.007095344,0.014634146
20051,"Ellis County, Kansas",23303,23770.5628,0.492940823,0.507059177,0.945972622,0.008539673,0.002446037,0.015491568,0.000686607,0.012959705,0.013903789
20053,"Ellsworth County, Kansas",5464,27352.04301,0.56954612,0.43045388,0.900256223,0.046303075,0.01317716,0.001098097,0,0.014275256,0.02489019
20055,"Finney County, Kansas",26530,27080.18168,0.503505466,0.496494534,0.805163965,0.024802111,0.008857897,0.036562382,0,0.102110818,0.022502827
20057,"Ford County, Kansas",24965,27441.53407,0.511195674,0.488804326,0.878229521,0.024674544,0.005567795,0.015982375,0.000240336,0.057240136,0.018065291
20059,"Franklin County, Kansas",19871,29371.57758,0.486185899,0.513814101,0.936138091,0.010970761,0.006743496,0.004680187,0,0.022293795,0.01917367
20061,"Geary County, Kansas",26119,28022.19783,0.513189632,0.486810368,0.708373215,0.174585551,0.005934377,0.036180558,0.007312684,0.012136759,0.055476856
20063,"Gove County, Kansas",2195,26050.88292,0.499316629,0.500683371,0.97357631,0.009111617,0.001366743,0.000911162,0,0.001822323,0.013211845
20065,"Graham County, Kansas",2119,24878.72109,0.484662577,0.515337423,0.935818782,0.033978292,0.002831524,0.008966494,0,0,0.018404908
20067,"Grant County, Kansas",5652,31146.58829,0.503007785,0.496992215,0.796532201,0.000353857,0.012915782,0,0.000176929,0.163128096,0.026893135
20069,"Gray County, Kansas",4456,32091.74461,0.493267504,0.506732496,0.977333932,0,0,0.001570916,0,0.015933573,0.00516158
20071,"Greeley County, Kansas",978,30128.81391,0.45603272,0.54396728,0.902862986,0.008179959,0,0.00204499,0,0.078732106,0.008179959
20073,"Greenwood County, Kansas",5147,25821.16145,0.49854284,0.50145716,0.968136779,0.002331455,0.002914319,0.000388576,0,0.001748591,0.02448028
20075,"Hamilton County, Kansas",1985,27305.00957,0.520403023,0.479596977,0.891183879,0.000503778,0.007556675,0,0,0.085642317,0.01511335
20077,"Harper County, Kansas",4670,27001.43854,0.500856531,0.499143469,0.964882227,0.002141328,0.014132762,0.000642398,0.000642398,0.008137045,0.009421842
20079,"Harvey County, Kansas",27081,28672.23356,0.483549352,0.516450648,0.934972859,0.015139766,0.005871275,0.008529966,0,0.019533991,0.015952144
20081,"Haskell County, Kansas",3081,29431.69263,0.492697176,0.507302824,0.853618955,0,0.018175917,0.014605648,0.00032457,0.098669263,0.014605648
20083,"Hodgeman County, Kansas",1549,30119.97418,0.496449322,0.503550678,0.9941898,0,0,0,0,0,0.0058102
20085,"Jackson County, Kansas",10367,30487.71207,0.497926112,0.502073888,0.89061445,0.008488473,0.06105913,0.005208836,0.000964599,0.00028938,0.033375133
20087,"Jefferson County, Kansas",14919,32847.07373,0.500368657,0.499631343,0.965279174,0.005496347,0.007172062,0,0,0.001742744,0.020309672
20089,"Jewell County, Kansas",2531,25806.09048,0.504543659,0.495456341,0.983010668,0.001975504,0.001580403,0.002370605,0,0.005926511,0.00513631
20091,"Johnson County, Kansas",430981,40497.1422,0.482302004,0.517697996,0.883433376,0.042609767,0.002911961,0.042574963,0.00039909,0.009891387,0.018179456
20093,"Kearny County, Kansas",2906,30188.38713,0.504817619,0.495182381,0.871644873,0.011699931,0.010323469,0,0,0.087749484,0.018582244
20095,"Kingman County, Kansas",6256,29218.28293,0.493925831,0.506074169,0.973945013,0.002557545,0.008951407,0,0,0.002397698,0.012148338
20097,"Kiowa County, Kansas",2037,25019.27246,0.491899853,0.508100147,0.969072165,0.008345606,0.004418262,0.003436426,0,0.000490918,0.014236622
20099,"Labette County, Kansas",16664,25714.96435,0.487217955,0.512782045,0.897323572,0.036965915,0.01350216,0.004140663,0.000240038,0.00600096,0.041826692
20101,"Lane County, Kansas",1368,31327.88158,0.494152047,0.505847953,0.960526316,0.005116959,0.012426901,0,0,0.011695906,0.010233918
20103,"Leavenworth County, Kansas",60604,31883.5185,0.538561811,0.461438189,0.847897829,0.089581546,0.008464788,0.014817504,0.001138539,0.012259917,0.025839879
20105,"Lincoln County, Kansas",2543,28024.9595,0.484860401,0.515139599,0.977978765,0.005898545,0.001179709,0.009437672,0,0,0.005505309
20107,"Linn County, Kansas",7676,30588.78426,0.494398124,0.505601876,0.962219906,0.006253257,0.011464304,0.0027358,0,0.003126628,0.014200104
20109,"Logan County, Kansas",2223,24900.45884,0.494376968,0.505623032,0.959964013,0,0.00179937,0.027440396,0,0.004048583,0.006747638
20111,"Lyon County, Kansas",26707,20832.08758,0.483693414,0.516306586,0.897180514,0.024150972,0.003145243,0.022503464,0,0.025985697,0.027034111
20113,"McPherson County, Kansas",23361,30069.2071,0.488934549,0.511065451,0.95864903,0.011172467,0.005907281,0.009588631,0,0.008347245,0.006335345
20115,"Marion County, Kansas",10002,25603.0235,0.49520096,0.50479904,0.965706859,0.00979804,0.00619876,0.00189962,0,0.00109978,0.015296941
20117,"Marshall County, Kansas",7999,26671.67933,0.49456182,0.50543818,0.979872484,0.004250531,0.002750344,0.006250781,0,0.003375422,0.003500438
20119,"Meade County, Kansas",3395,31262.58881,0.49455081,0.50544919,0.892783505,0.017673049,0.002356406,0.012665685,0,0.071281296,0.003240059
20121,"Miami County, Kansas",25305,34935.24691,0.491128236,0.508871764,0.962102351,0.01418692,0.006559968,0.002568662,0,0.001225054,0.013357044
20123,"Mitchell County, Kansas",5127,27260.78799,0.509264677,0.490735323,0.976399454,0.001755413,0.008191925,0.004095963,0,0.005266238,0.004291008
20125,"Montgomery County, Kansas",27351,25609.77774,0.486271069,0.513728931,0.864209718,0.054696355,0.022887646,0.0071661,0.002376513,0.007897335,0.040766334
20127,"Morris County, Kansas",4759,28454.86594,0.498844295,0.501155705,0.96427821,0.003151923,0.003151923,0.005463333,0,0.00693423,0.017020382
20129,"Morton County, Kansas",2439,29373.43952,0.492414924,0.507585076,0.840918409,0.020500205,0.004100041,0.012710127,0,0.093480935,0.028290283
20131,"Nemaha County, Kansas",7865,28111.47273,0.493070566,0.506929434,0.979148125,0.008010172,0.002670057,0.002161475,0.000127146,0.000762873,0.007120153
20133,"Neosho County, Kansas",12778,25303.34841,0.491782752,0.508217248,0.954296447,0.011425888,0.00641728,0.000939114,0.000469557,0.00485209,0.021599624
20135,"Ness County, Kansas",2564,30027.55928,0.495319813,0.504680187,0.982839314,0.006630265,0.001170047,0,0,0.007800312,0.001560062
20137,"Norton County, Kansas",4656,26931.23926,0.564218213,0.435781787,0.905283505,0.033934708,0.00257732,0.007946735,0.004080756,0.016323024,0.029853952
20139,"Osage County, Kansas",12636,30152.57708,0.493431466,0.506568534,0.969610636,0.002215891,0.010604622,0.003007281,0,0.002453308,0.012108262
20141,"Osborne County, Kansas",3109,23481.10936,0.499195883,0.500804117,0.978771309,0.001286587,0.004824702,0.011579286,0,0.001608234,0.001929881
20143,"Ottawa County, Kansas",4785,31714.37074,0.5107628,0.4892372,0.975130617,0.001253918,0.002298851,0,0,0.003552769,0.017763845
20145,"Pawnee County, Kansas",5893,25743.45546,0.585100967,0.414899033,0.905311386,0.046495843,0.00356355,0,0,0.016460207,0.028169014
20147,"Phillips County, Kansas",4403,25708.34476,0.488076312,0.511923688,0.969339087,0.001816943,0.00317965,0.004088122,0.000227118,0.005905065,0.015444015
20149,"Pottawatomie County, Kansas",16477,32866.60072,0.491837106,0.508162894,0.946956363,0.012198823,0.007040117,0.011167081,0,0.010013959,0.012623657
20151,"Pratt County, Kansas",7717,26517.96864,0.486717636,0.513282364,0.95633018,0.009977971,0.008163794,0.00064792,0.00064792,0.006867954,0.017364261
20153,"Rawlins County, Kansas",2157,26141.39082,0.503477051,0.496522949,0.982846546,0.004636069,0.002781641,0.000927214,0,0.002318034,0.006490496
20155,"Reno County, Kansas",50883,26535.68013,0.502132343,0.497867657,0.920464595,0.0288505,0.005856573,0.005777961,0.000530629,0.018080695,0.020439046
20157,"Republic County, Kansas",4006,27089.22441,0.496754868,0.503245132,0.987269096,0,0.00224663,0.003245132,0,0,0.007239141
20159,"Rice County, Kansas",7953,24818.63561,0.494907582,0.505092418,0.923802339,0.014334214,0.006035458,0.004023639,0.003017729,0.032943543,0.015843078
20161,"Riley County, Kansas",62039,22081.90943,0.533873854,0.466126146,0.847837651,0.059414239,0.005689969,0.048066539,0.004190912,0.006721578,0.028079112
20163,"Rooks County, Kansas",4151,27497.12142,0.499879547,0.500120453,0.955914238,0.005540834,0.004095399,0.011804384,0.000240906,0.003613587,0.018790653
20165,"Rush County, Kansas",2691,23116.66407,0.499814195,0.500185805,0.971757711,0.005574136,0.007432181,0,0,0.001114827,0.014121145
20167,"Russell County, Kansas",5715,23017.23902,0.498337708,0.501662292,0.953805774,0.024846894,0.006999125,0,0.001224847,0.000174978,0.012948381
20169,"Saline County, Kansas",43448,28588.19458,0.491990425,0.508009575,0.901031118,0.029989873,0.003981771,0.022440619,0.00046032,0.020898545,0.021197754
20171,"Scott County, Kansas",3932,30902.88937,0.507375381,0.492624619,0.964649034,0,0.012716175,0.003306205,0,0.00508647,0.014242116
20173,"Sedgwick County, Kansas",383473,30523.20189,0.489758079,0.510241921,0.811780751,0.087406415,0.008115304,0.042159422,0.000174719,0.023300206,0.027063183
20175,"Seward County, Kansas",16620,26079.16185,0.515403129,0.484596871,0.621901324,0.049037304,0.009687124,0.031287605,0,0.260409146,0.027677497
20177,"Shawnee County, Kansas",139439,30099.43217,0.477513465,0.522486535,0.843766808,0.078528962,0.008878434,0.011675356,0.000351408,0.024261505,0.032537525
20179,"Sheridan County, Kansas",1980,26827.06263,0.504040404,0.495959596,0.980808081,0.004040404,0.013636364,0,0,0.001515152,0
20181,"Sherman County, Kansas",4734,22543.82742,0.515209125,0.484790875,0.941064639,0.022179975,0,0.004435995,0,0.024292353,0.008027038
20183,"Smith County, Kansas",3138,25742.74697,0.505098789,0.494901211,0.978330147,0.006373486,0,0.00223072,0,0.000956023,0.012109624
20185,"Stafford County, Kansas",3443,27220.02004,0.488817891,0.511182109,0.952657566,0.006099332,0.005808888,0.003194888,0,0.015974441,0.016264885
20187,"Stanton County, Kansas",1611,27846.39479,0.498448169,0.501551831,0.747982619,0.013035382,0.005586592,0.008690255,0,0.185599007,0.039106145
20189,"Stevens County, Kansas",4162,29121.55022,0.499759731,0.500240269,0.813551177,0.002883229,0.006006728,0.005045651,0.001681884,0.140557424,0.030273907
20191,"Sumner County, Kansas",18475,29468.99053,0.497212449,0.502787551,0.948254398,0.002543978,0.016184032,0.002002706,0.001136671,0.007902571,0.021975643
20193,"Thomas County, Kansas",6414,27657.65092,0.485032741,0.514967259,0.966323667,0.011381353,0.003274088,0.001559089,0.000935454,0.005612722,0.010913626
20195,"Trego County, Kansas",2367,28587.77524,0.493029151,0.506970849,0.974228982,0.000844951,0.006759611,0.003379806,0,0.004224757,0.010561893
20197,"Wabaunsee County, Kansas",5423,32065.24433,0.505255394,0.494744606,0.971418034,0.005531993,0.000737599,0.001475198,0,0.001106399,0.019730776
20199,"Wallace County, Kansas",1231,29756.29569,0.528838343,0.471161657,0.991876523,0.001624695,0.003249391,0.002437043,0,0,0.000812348
20201,"Washington County, Kansas",4576,25914.90887,0.504807692,0.495192308,0.982517483,0.005463287,0.003933566,0.001966783,0,0.002185315,0.003933566
20203,"Wichita County, Kansas",1615,30499.71889,0.499071207,0.500928793,0.957894737,0,0.010526316,0.00247678,0,0.019814241,0.009287926
20205,"Wilson County, Kansas",7293,23578.53449,0.49197861,0.50802139,0.962292609,0.001782531,0.008089949,0.006444536,0,0.002193885,0.01919649
20207,"Woodson County, Kansas",2632,21362.68769,0.498480243,0.501519757,0.960486322,0.003799392,0.00493921,0.003039514,0,0.001519757,0.026215805
20209,"Wyandotte County, Kansas",118882,24965.15436,0.487466563,0.512533437,0.63435171,0.246891876,0.007259299,0.028700728,0.000916876,0.059765145,0.022114366
21001,"Adair County, Kentucky",15537,22599.21619,0.49147197,0.50852803,0.947480209,0.03102272,0.00077235,0.003089399,0,0.005663899,0.011971423
21003,"Allen County, Kentucky",16009,26738.75789,0.484914735,0.515085265,0.968517709,0.016115935,0.000999438,0.00206134,0,0.007933038,0.00437254
21005,"Anderson County, Kentucky",16894,30342.17841,0.476618918,0.523381082,0.964721203,0.022552385,0.000295963,0.002071741,0,0.003433172,0.006925536
21007,"Ballard County, Kentucky",6648,26485.07717,0.493531889,0.506468111,0.957430806,0.030986763,0.002406739,0.005716005,0,0,0.003459687
21009,"Barren County, Kentucky",33654,25061.00874,0.479526951,0.520473049,0.944909966,0.038895822,0.002971415,0.004308552,0,0.002406846,0.006507399
21011,"Bath County, Kentucky",9183,21776.23249,0.486986823,0.513013177,0.965370794,0.019928128,0,0,0,0.007622781,0.007078297
21013,"Bell County, Kentucky",22873,22005.23145,0.476544397,0.523455603,0.95365715,0.028111747,0.002535741,0.005464959,0,0.001442749,0.008787654
21015,"Boone County, Kentucky",92145,35874.86126,0.489608769,0.510391231,0.929947366,0.0277823,0.003006132,0.023245971,0,0.004883607,0.011134625
21017,"Bourbon County, Kentucky",15856,26795.07921,0.481521191,0.518478809,0.912272957,0.06962664,0.000315338,0.000630676,0,0.012045913,0.005108476
21019,"Boyd County, Kentucky",39905,25665.51024,0.493522115,0.506477885,0.952562336,0.029469991,0.00205488,0.003783987,0,0.002205237,0.009923568
21021,"Boyle County, Kentucky",23784,20914.96245,0.489446687,0.510553313,0.899638412,0.072737975,0.000756811,0.007484023,0,0.003405651,0.015977127
21023,"Bracken County, Kentucky",6597,32590.10656,0.492799757,0.507200243,0.992420797,0.000151584,0,0,0,0.00485069,0.002576929
21025,"Breathitt County, Kentucky",11170,21676.42498,0.497940913,0.502059087,0.97905103,0.005550582,0.002059087,0.00438675,0.001253357,0,0.007699194
21027,"Breckinridge County, Kentucky",15876,21671.40879,0.492945326,0.507054674,0.963088939,0.023431595,0,0.001637692,0,0.001385739,0.010456034
21029,"Bullitt County, Kentucky",60203,30354.04636,0.491437304,0.508562696,0.970931681,0.00782353,0.001179343,0.004650931,0.001013239,0.003986512,0.010414763
21031,"Butler County, Kentucky",10198,24965.4544,0.499901942,0.500098058,0.98176113,0.009707786,0.001666994,0,0,0.004510688,0.002353403
21033,"Caldwell County, Kentucky",10353,25967.21791,0.476093886,0.523906114,0.939920796,0.052545156,0,0,0.00270453,0.001062494,0.003767024
21035,"Calloway County, Kentucky",31852,19682.31329,0.476641969,0.523358031,0.920789903,0.035162627,0.003767424,0.023671983,0.000282557,0.0039244,0.012401105
21037,"Campbell County, Kentucky",73165,32558.79769,0.482976833,0.517023167,0.948704982,0.024793275,0.000943074,0.006205153,0.000205016,0.004182328,0.014966172
21039,"Carlisle County, Kentucky",4102,26111.353,0.480984885,0.519015115,0.969770843,0.017064846,0.010726475,0.000975134,0,0,0.001462701
21041,"Carroll County, Kentucky",8420,24899.47209,0.501543943,0.498456057,0.947268409,0.018527316,0.001662708,0.007957245,0,0.013539192,0.011045131
21043,"Carter County, Kentucky",22080,22172.19212,0.487182971,0.512817029,0.972780797,0.008016304,0.00307971,0.002898551,0,0,0.013224638
21045,"Casey County, Kentucky",12714,20464.88304,0.491505427,0.508494573,0.97357244,0.012820513,0.001651723,0.003775366,0,0.00408998,0.00408998
21047,"Christian County, Kentucky",55208,25624.39954,0.521120128,0.478879872,0.741323721,0.202814809,0.006140414,0.0146899,0.003187944,0.008929865,0.022913346
21049,"Clark County, Kentucky",28384,29172.76272,0.480939966,0.519060034,0.9375,0.049217869,0.000422773,0.003734498,0,0.002430947,0.006693912
21051,"Clay County, Kentucky",17461,20098.66686,0.539774354,0.460225646,0.922169406,0.05629689,0.00589886,0.000629975,0,0.007731516,0.007273352
21053,"Clinton County, Kentucky",8114,21622.04794,0.492851861,0.507148139,0.976706926,0.008996796,0,0.002464876,0,0.00456002,0.007271383
21055,"Crittenden County, Kentucky",7320,23481.35055,0.497814208,0.502185792,0.982786885,0.011202186,0.002459016,0.000409836,0,0.00068306,0.002459016
21057,"Cumberland County, Kentucky",5558,22929.35246,0.477509896,0.522490104,0.956279237,0.032745592,0,0,0,0,0.010975171
21059,"Daviess County, Kentucky",76330,26925.2046,0.476863618,0.523136382,0.932189179,0.044766147,0.001506616,0.006969737,0.00026202,0.004559151,0.009747151
21061,"Edmonson County, Kentucky",9992,27012.6226,0.498698959,0.501301041,0.972277822,0.017213771,0.001701361,0.000900721,0,0,0.007906325
